[ AI-Rank-Log  4/ 8 18: 2: 7.412 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 8 19:12:37.613 ]sampleid: 000000486040.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:39.523 ]sampleid: 000000486046.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:41.409 ]sampleid: 000000486104.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:43.289 ]sampleid: 000000486112.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:45.181 ]sampleid: 000000486438.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:47. 79 ]sampleid: 000000486479.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:48.980 ]sampleid: 000000486573.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:50.848 ]sampleid: 000000487583.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:52.749 ]sampleid: 000000488075.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:54.653 ]sampleid: 000000488166.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:56.569 ]sampleid: 000000488251.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:58.466 ]sampleid: 000000488270.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13: 0.424 ]sampleid: 000000488385.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13: 2.341 ]sampleid: 000000488592.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13: 4.270 ]sampleid: 000000488664.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13: 6.178 ]sampleid: 000000488673.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13: 8.111 ]sampleid: 000000488710.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:10. 37 ]sampleid: 000000488736.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:11.956 ]sampleid: 000000489014.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:13.882 ]sampleid: 000000489046.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:15.790 ]sampleid: 000000489091.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:17.701 ]sampleid: 000000489305.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:19.638 ]sampleid: 000000489339.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:21.566 ]sampleid: 000000489611.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:23.469 ]sampleid: 000000489764.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:25.385 ]sampleid: 000000489842.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:27.299 ]sampleid: 000000489924.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:29.196 ]sampleid: 000000490125.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:31.120 ]sampleid: 000000490171.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:33. 30 ]sampleid: 000000490413.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:34.922 ]sampleid: 000000490470.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:36.817 ]sampleid: 000000490515.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:38.759 ]sampleid: 000000490936.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:40.669 ]sampleid: 000000491008.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:42.578 ]sampleid: 000000491071.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:44.497 ]sampleid: 000000491090.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:46.405 ]sampleid: 000000491130.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:48.308 ]sampleid: 000000491213.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:50.237 ]sampleid: 000000491216.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:52.155 ]sampleid: 000000491366.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:54. 77 ]sampleid: 000000491464.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:55.964 ]sampleid: 000000491470.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:57.840 ]sampleid: 000000491497.jpg, result=true
[ AI-Rank-Log  4/ 8 19:13:59.746 ]sampleid: 000000491613.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14: 1.672 ]sampleid: 000000491683.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14: 3.591 ]sampleid: 000000491725.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14: 5.509 ]sampleid: 000000491757.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14: 7.439 ]sampleid: 000000491867.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14: 9.364 ]sampleid: 000000492077.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:11.280 ]sampleid: 000000492110.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:13.209 ]sampleid: 000000492282.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:15.131 ]sampleid: 000000492284.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:17. 50 ]sampleid: 000000492362.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:18.977 ]sampleid: 000000492758.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:20.931 ]sampleid: 000000492878.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:22.837 ]sampleid: 000000492905.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:24.767 ]sampleid: 000000492937.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:26.682 ]sampleid: 000000492968.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:28.606 ]sampleid: 000000492992.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:30.530 ]sampleid: 000000493019.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:32.445 ]sampleid: 000000493284.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:34.358 ]sampleid: 000000493286.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:36.273 ]sampleid: 000000493334.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:38.199 ]sampleid: 000000493442.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:40.129 ]sampleid: 000000493566.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:42. 50 ]sampleid: 000000493613.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:43.997 ]sampleid: 000000493772.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:45.938 ]sampleid: 000000493799.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:47.887 ]sampleid: 000000493864.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:49.827 ]sampleid: 000000493905.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:51.765 ]sampleid: 000000494188.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:53.684 ]sampleid: 000000494427.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:55.615 ]sampleid: 000000494634.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:57.566 ]sampleid: 000000494759.jpg, result=true
[ AI-Rank-Log  4/ 8 19:14:59.516 ]sampleid: 000000494863.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15: 1.454 ]sampleid: 000000494869.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15: 3.407 ]sampleid: 000000494913.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15: 5.310 ]sampleid: 000000495054.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15: 7.229 ]sampleid: 000000495146.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15: 9.168 ]sampleid: 000000495448.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:11. 95 ]sampleid: 000000495732.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:13. 37 ]sampleid: 000000496409.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:14.980 ]sampleid: 000000496571.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:16.937 ]sampleid: 000000496597.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:18.886 ]sampleid: 000000496722.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:20.824 ]sampleid: 000000496854.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:22.767 ]sampleid: 000000496954.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:24.687 ]sampleid: 000000497344.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:26.627 ]sampleid: 000000497568.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:28.587 ]sampleid: 000000497599.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:30.539 ]sampleid: 000000497628.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:32.501 ]sampleid: 000000497867.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:34.453 ]sampleid: 000000498032.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:36.409 ]sampleid: 000000498286.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:38.320 ]sampleid: 000000498463.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:40.255 ]sampleid: 000000498709.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:42.210 ]sampleid: 000000498747.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:44.149 ]sampleid: 000000498807.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:46. 84 ]sampleid: 000000498857.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:48. 14 ]sampleid: 000000498919.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:49.979 ]sampleid: 000000499031.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:51.936 ]sampleid: 000000499109.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:53.903 ]sampleid: 000000499181.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:55.859 ]sampleid: 000000499266.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:57.830 ]sampleid: 000000499313.jpg, result=true
[ AI-Rank-Log  4/ 8 19:15:59.786 ]sampleid: 000000499622.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16: 1.750 ]sampleid: 000000499768.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16: 3.703 ]sampleid: 000000499775.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16: 5.679 ]sampleid: 000000500049.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16: 7.623 ]sampleid: 000000500211.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16: 9.571 ]sampleid: 000000500257.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:11.478 ]sampleid: 000000500270.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:13.425 ]sampleid: 000000500423.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:15.395 ]sampleid: 000000500464.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:17.342 ]sampleid: 000000500477.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:19.316 ]sampleid: 000000500478.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:21.269 ]sampleid: 000000500565.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:23.237 ]sampleid: 000000500613.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:25.193 ]sampleid: 000000500663.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:27.134 ]sampleid: 000000500716.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:29. 74 ]sampleid: 000000500826.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:31. 15 ]sampleid: 000000501005.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:32.968 ]sampleid: 000000501023.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:34.930 ]sampleid: 000000501243.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:36.867 ]sampleid: 000000501368.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:38.845 ]sampleid: 000000501523.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:40.800 ]sampleid: 000000502136.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:42.757 ]sampleid: 000000502168.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:44.738 ]sampleid: 000000502229.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:46.723 ]sampleid: 000000502336.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:48.677 ]sampleid: 000000502347.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:50.640 ]sampleid: 000000502599.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:52.603 ]sampleid: 000000502732.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:54.566 ]sampleid: 000000502737.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:56.526 ]sampleid: 000000502910.jpg, result=true
[ AI-Rank-Log  4/ 8 19:16:58.496 ]sampleid: 000000503755.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17: 0.476 ]sampleid: 000000503823.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17: 2.458 ]sampleid: 000000503841.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17: 4.436 ]sampleid: 000000503855.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17: 6.380 ]sampleid: 000000504000.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17: 8.348 ]sampleid: 000000504074.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:10.311 ]sampleid: 000000504389.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:12.291 ]sampleid: 000000504415.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:14.238 ]sampleid: 000000504439.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:16.211 ]sampleid: 000000504580.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:18.171 ]sampleid: 000000504589.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:20.154 ]sampleid: 000000504635.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:22.134 ]sampleid: 000000504711.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:24.129 ]sampleid: 000000505169.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:26. 82 ]sampleid: 000000505451.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:28. 59 ]sampleid: 000000505565.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:30. 42 ]sampleid: 000000505573.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:32.  8 ]sampleid: 000000505638.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:33.978 ]sampleid: 000000505789.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:35.948 ]sampleid: 000000505942.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:37.918 ]sampleid: 000000506004.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:39.883 ]sampleid: 000000506178.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:41.841 ]sampleid: 000000506279.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:43.805 ]sampleid: 000000506310.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:45.758 ]sampleid: 000000506454.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:47.716 ]sampleid: 000000506656.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:49.693 ]sampleid: 000000506707.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:51.700 ]sampleid: 000000506933.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:53.697 ]sampleid: 000000507015.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:55.683 ]sampleid: 000000507037.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:57.641 ]sampleid: 000000507042.jpg, result=true
[ AI-Rank-Log  4/ 8 19:17:59.611 ]sampleid: 000000507081.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18: 1.566 ]sampleid: 000000507223.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18: 3.534 ]sampleid: 000000507235.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18: 5.529 ]sampleid: 000000507473.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18: 7.491 ]sampleid: 000000507575.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18: 9.458 ]sampleid: 000000507667.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:11.444 ]sampleid: 000000507797.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:13.411 ]sampleid: 000000507893.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:15.369 ]sampleid: 000000507975.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:17.340 ]sampleid: 000000508101.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:19.325 ]sampleid: 000000508312.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:21.303 ]sampleid: 000000508370.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:23.277 ]sampleid: 000000508482.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:25.236 ]sampleid: 000000508586.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:27.215 ]sampleid: 000000508602.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:29.210 ]sampleid: 000000508639.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:31.185 ]sampleid: 000000508730.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:33.167 ]sampleid: 000000508917.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:35.144 ]sampleid: 000000509008.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:37.130 ]sampleid: 000000509014.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:39.103 ]sampleid: 000000509131.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:41. 92 ]sampleid: 000000509258.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:43. 51 ]sampleid: 000000509260.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:45. 28 ]sampleid: 000000509403.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:47.  4 ]sampleid: 000000509451.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:48.991 ]sampleid: 000000509656.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:50.983 ]sampleid: 000000509699.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:52.974 ]sampleid: 000000509719.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:54.965 ]sampleid: 000000509735.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:56.947 ]sampleid: 000000509824.jpg, result=true
[ AI-Rank-Log  4/ 8 19:18:58.948 ]sampleid: 000000510095.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19: 0.941 ]sampleid: 000000510329.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19: 2.940 ]sampleid: 000000511076.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19: 4.938 ]sampleid: 000000511321.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19: 6.945 ]sampleid: 000000511384.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19: 8.956 ]sampleid: 000000511398.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:10.966 ]sampleid: 000000511453.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:12.963 ]sampleid: 000000511599.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:14.956 ]sampleid: 000000511647.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:16.956 ]sampleid: 000000511760.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:18.964 ]sampleid: 000000511999.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:20.948 ]sampleid: 000000512194.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:22.948 ]sampleid: 000000512248.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:24.946 ]sampleid: 000000512330.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:26.943 ]sampleid: 000000512403.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:28.942 ]sampleid: 000000512476.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:30.952 ]sampleid: 000000512564.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:32.943 ]sampleid: 000000512648.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:34.930 ]sampleid: 000000512657.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:36.913 ]sampleid: 000000512776.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:38.921 ]sampleid: 000000512836.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:40.926 ]sampleid: 000000512929.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:42.919 ]sampleid: 000000512985.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:44.915 ]sampleid: 000000513041.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:46.920 ]sampleid: 000000513181.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:48.920 ]sampleid: 000000513283.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:50.928 ]sampleid: 000000513484.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:52.925 ]sampleid: 000000513524.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:54.930 ]sampleid: 000000513567.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:56.930 ]sampleid: 000000513580.jpg, result=true
[ AI-Rank-Log  4/ 8 19:19:58.933 ]sampleid: 000000513688.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20: 0.956 ]sampleid: 000000514376.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20: 2.965 ]sampleid: 000000514508.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20: 4.965 ]sampleid: 000000514540.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20: 6.961 ]sampleid: 000000514586.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20: 8.954 ]sampleid: 000000514797.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:10.968 ]sampleid: 000000514914.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:12.968 ]sampleid: 000000514979.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:14.976 ]sampleid: 000000515025.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:16.996 ]sampleid: 000000515077.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:19. 14 ]sampleid: 000000515266.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:21. 47 ]sampleid: 000000515350.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:23. 60 ]sampleid: 000000515445.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:25. 89 ]sampleid: 000000515577.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:27. 67 ]sampleid: 000000515579.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:29. 84 ]sampleid: 000000515828.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:31. 90 ]sampleid: 000000515982.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:33. 56 ]sampleid: 000000516038.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:35. 60 ]sampleid: 000000516143.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:37. 91 ]sampleid: 000000516173.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:39.126 ]sampleid: 000000516316.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:41.143 ]sampleid: 000000516318.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:43.181 ]sampleid: 000000516601.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:45.230 ]sampleid: 000000516677.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:47.260 ]sampleid: 000000516708.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:49.292 ]sampleid: 000000516804.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:51.297 ]sampleid: 000000516871.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:53.326 ]sampleid: 000000516916.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:55.337 ]sampleid: 000000517056.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:57.345 ]sampleid: 000000517069.jpg, result=true
[ AI-Rank-Log  4/ 8 19:20:59.340 ]sampleid: 000000517523.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21: 1.355 ]sampleid: 000000517687.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21: 3.396 ]sampleid: 000000517832.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21: 5.419 ]sampleid: 000000518213.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21: 7.450 ]sampleid: 000000518326.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21: 9.450 ]sampleid: 000000518770.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:11.450 ]sampleid: 000000519039.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:13.459 ]sampleid: 000000519208.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:15.497 ]sampleid: 000000519338.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:17.545 ]sampleid: 000000519491.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:19.589 ]sampleid: 000000519522.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:21.623 ]sampleid: 000000519569.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:23.669 ]sampleid: 000000519611.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:25.702 ]sampleid: 000000519688.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:27.739 ]sampleid: 000000519764.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:29.768 ]sampleid: 000000520009.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:31.773 ]sampleid: 000000520077.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:33.820 ]sampleid: 000000520264.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:35.860 ]sampleid: 000000520301.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:37.908 ]sampleid: 000000520324.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:39.935 ]sampleid: 000000520531.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:41.981 ]sampleid: 000000520659.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:44. 32 ]sampleid: 000000520707.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:46. 73 ]sampleid: 000000520832.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:48. 98 ]sampleid: 000000520871.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:50.142 ]sampleid: 000000520910.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:52.191 ]sampleid: 000000521052.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:54.202 ]sampleid: 000000521141.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:56.221 ]sampleid: 000000521231.jpg, result=true
[ AI-Rank-Log  4/ 8 19:21:58.277 ]sampleid: 000000521259.jpg, result=true
[ AI-Rank-Log  4/ 8 19:22: 0.300 ]sampleid: 000000521282.jpg, result=true
[ AI-Rank-Log  4/ 8 19:22: 2.332 ]sampleid: 000000521405.jpg, result=true
[ AI-Rank-Log  4/ 8 19:22: 4.350 ]sampleid: 000000521509.jpg, result=true
[ AI-Rank-Log  4/ 8 19:22: 6.374 ]sampleid: 000000521540.jpg, result=true
[ AI-Rank-Log  4/ 8 19:22: 8.412 ]sampleid: 000000521601.jpg, result=true
[ AI-Rank-Log  4/ 8 19:22:10.451 ]sampleid: 000000521717.jpg, result=true
[ AI-Rank-Log  4/ 8 19:22:12.472 ]sampleid: 000000521719.jpg, result=true
[ AI-Rank-Log  4/ 8 19:22:14.511 ]sampleid: 000000521819.jpg, result=true
